SEQENCE_ID                     TM SP PREDICTION
cgd5_2670-RA-p1                 0  0 o
cgd5_2680-RA-p1                 5  Y n4-15c20/21o181-204i264-285o1065-1083i1139-1162o1189-1217i
cgd5_2690-RA-p1                 0  Y n20-31c36/37o
cgd5_270-RA-p1                  0  0 o
cgd5_2700-RA-p1                 0  Y n13-24c29/30o
cgd5_2710-RA-p1                 0  0 o
cgd5_2720-RA-p1                 0  Y n14-22c27/28o
cgd5_2730-RA-p1                 0  Y n10-21c27/28o
cgd5_2740-RA-p1                 1  0 o6-23i
cgd5_2750-RA-p1                 0  Y n18-29c34/35o
cgd5_2760-RA-p1                 0  0 o
cgd5_2770-RA-p1                 0  0 o
cgd5_2780-RA-p1                 0  0 o
cgd5_2790-RA-p1                 0  0 o
cgd5_280-RA-p1                  5  0 o63-82i94-111o117-136i148-172o184-205i
cgd5_2800-RA-p1                 0  0 o
cgd5_2810-RA-p1                 0  0 o
cgd5_2820-RA-p1                 0  Y n12-22c30/31o
cgd5_2830-RA-p1                 1  0 o1452-1471i
cgd5_2840-RA-p1                 4  0 o2045-2065i2085-2102o2108-2131i2143-2172o
cgd5_2843-RA-p1                 0  0 o
cgd5_2850-RA-p1                 0  0 o
cgd5_2860-RA-p1                 0  0 o
cgd5_2870-RA-p1                 0  0 o
cgd5_2880-RA-p1                 0  0 o
cgd5_2890-RA-p1                 0  0 o
cgd5_290-RA-p1                  5  Y n10-28c36/37o52-73i82-100o120-147i159-179o191-212i
cgd5_2900-RA-p1                 0  0 o
cgd5_2910-RA-p1                 0  0 o
cgd5_2920-RA-p1                 0  0 o
cgd5_2930-RA-p1                 0  0 o
cgd5_2940-RA-p1                 0  0 o
cgd5_2950-RA-p1                 0  0 o
cgd5_2963-RA-p1                 0  0 o
cgd5_2990-RA-p1                 1  0 o612-635i
cgd5_30-RA-p1                   0  0 o
cgd5_300-RA-p1                  0  0 o
cgd5_3000-RA-p1                 0  0 o
cgd5_3010-RA-p1                 0  0 o
cgd5_3020-RA-p1                 0  0 o
cgd5_3030-RA-p1                 0  0 o
cgd5_3040-RA-p1                 0  0 o
cgd5_3050-RA-p1                 0  0 o
cgd5_3060-RA-p1                 0  0 o
cgd5_3073-RA-p1                 0  Y n9-19c27/28o
cgd5_3090-RA-p1                 0  0 o
cgd5_310-RA-p1                  3  0 o711-729i741-765o793-812i
cgd5_3100-RA-p1                 5  0 o331-349i356-373o393-415i936-952o1323-1343i
cgd5_3110-RA-p1                 1  0 i117-138o
cgd5_3120-RA-p1                 0  0 o
cgd5_3130-RA-p1                15  0 i197-216o684-706i954-975o1036-1063i1092-1113o2313-2330i2337-2355o2391-2412i2448-2481o2493-2512i2524-2541o3592-3611i3901-3920o4404-4424i4436-4454o
cgd5_3140-RA-p1                 0  0 o
cgd5_3160-RA-p1                 0  0 o
cgd5_3170-RA-p1                 0  0 i
cgd5_3180-RA-p1                 0  0 o
cgd5_3190-RA-p1                 0  0 o
cgd5_320-RA-p1                  0  Y n3-12c17/18o
cgd5_3200-RA-p1                 0  0 o
cgd5_3210-RA-p1                 0  Y n2-13c20/21o
cgd5_3220-RA-p1                 0  0 o
cgd5_3230-RA-p1                 0  0 o
cgd5_3243-RA-p1                 0  0 o
cgd5_3260-RA-p1                 1  0 o12-35i
cgd5_3270-RA-p1                 0  0 o
cgd5_3280-RA-p1                 0  0 o
cgd5_3290-RA-p1                 0  0 o
cgd5_330-RA-p1                  3  0 i159-177o776-796i1048-1067o
cgd5_3300-RA-p1                 0  0 o
cgd5_3310-RA-p1                 0  0 o
cgd5_3320-RA-p1                 1  0 o75-94i
cgd5_3330-RA-p1                 5  0 o13-36i48-71o91-115i136-161o167-186i
cgd5_3340-RA-p1                 0  0 o
cgd5_3350-RA-p1                 0  0 o
cgd5_3360-RA-p1                 0  0 o
cgd5_3370-RA-p1                 0  0 o
cgd5_3380-RA-p1                 0  Y n4-15c19/20o
cgd5_3390-RA-p1                 2  0 o2342-2358i2379-2399o
cgd5_340-RA-p1                  0  Y n8-19c24/25o
cgd5_3400-RA-p1                 0  0 o
cgd5_3410-RA-p1                10  0 i23-43o55-76i96-117o123-141i148-166o172-192i204-225o245-267i279-297o303-320i
cgd5_3420-RA-p1                 1  Y n6-18c23/24o3757-3781i
cgd5_3430-RA-p1                 1  0 o280-301i
cgd5_3440-RA-p1                 2  0 o38-55i67-88o
cgd5_3450-RA-p1                 0  0 o
cgd5_3460-RA-p1                 0  0 o
cgd5_3470-RA-p1                 0  0 o
cgd5_3480-RA-p1                 0  0 o
cgd5_3490-RA-p1                 0  Y n5-16c23/24o
cgd5_350-RA-p1                  0  0 o
cgd5_3500-RA-p1                10  0 i28-49o79-102i109-129o135-155i167-189o201-218i279-302o359-388i400-422o448-468i
cgd5_3510-RA-p1                 0  0 o
cgd5_3520-RA-p1                 0  Y n5-16c24/25o
cgd5_3530-RA-p1                 0  0 o
cgd5_3533-RA-p1                 0  0 o
cgd5_3540-RA-p1                 0  0 o
cgd5_3550-RA-p1                 0  0 o
cgd5_3560-RA-p1                 0  0 o
cgd5_3570-RA-p1                 0  Y n3-14c19/20o
cgd5_3580-RA-p1                 5  0 o12-32i130-155o175-195i255-276o282-302i
cgd5_3590-RA-p1                 6  0 i12-28o70-95i135-159o171-189i246-268o280-298i
cgd5_360-RA-p1                  2  0 i98-120o357-378i
cgd5_3600-RA-p1                 0  Y n7-22c29/30o
cgd5_3603-RA-p1                 1  0 i7-29o
cgd5_3610-RA-p1                 0  0 o
cgd5_3620-RA-p1                 0  0 o
cgd5_3630-RA-p1                 0  0 o
cgd5_3640-RA-p1                 0  0 o
cgd5_3650-RA-p1                 0  0 o
cgd5_3660-RA-p1                 0  0 i
cgd5_3670-RA-p1                 0  0 o
cgd5_3680-RA-p1                 0  0 o
cgd5_3690-RA-p1                 7  0 i20-36o75-96i108-130o142-160i167-190o202-221i241-260o
cgd5_370-RA-p1                  0  0 o
cgd5_3700-RA-p1                 1  0 i193-214o
cgd5_3710-RA-p1                 0  0 o
cgd5_3720-RA-p1                 0  0 i
cgd5_3730-RA-p1                 1  0 o418-438i
cgd5_3740-RA-p1                 0  0 o
cgd5_3750-RA-p1                 0  0 i
cgd5_3760-RA-p1                 0  0 o
cgd5_3770-RA-p1                 0  0 o
cgd5_3780-RA-p1                 0  0 o
cgd5_3790-RA-p1                 0  0 i
cgd5_380-RA-p1                  0  0 o
cgd5_3800-RA-p1                 0  0 o
cgd5_3810-RA-p1                 1  0 o6-25i
cgd5_3820-RA-p1                 7  0 i12-31o37-57i77-102o158-183i261-288o294-318i405-422o
cgd5_3823-RA-p1                 0  0 o
cgd5_3830-RA-p1                 0  0 o
cgd5_3840-RA-p1                 0  0 o
cgd5_3850-RA-p1                 0  0 o
cgd5_3860-RA-p1                 0  0 o
cgd5_3870-RA-p1                 1  0 o537-554i
cgd5_3880-RA-p1                 0  0 o
cgd5_3890-RA-p1                 0  0 o
cgd5_390-RA-p1                  0  0 o
cgd5_3900-RA-p1                 1  0 o786-806i
cgd5_3910-RA-p1                 0  0 o
cgd5_3920-RA-p1                 0  0 o
cgd5_3930-RA-p1                 0  Y n7-18c23/24o
cgd5_3940-RA-p1                 1  Y n3-13c17/18o553-575i
cgd5_3950-RA-p1                 0  0 o
cgd5_3960-RA-p1                 0  Y n6-17c22/23o
cgd5_3963-RA-p1                 3  0 o74-93i273-295o328-348i
cgd5_3970-RA-p1                 3  0 o6-26i69-92o98-123i
cgd5_3980-RA-p1                 1  0 o60-81i
cgd5_3990-RA-p1                 5  0 i20-41o189-217i229-249o269-294i315-335o
cgd5_400-RA-p1                  0  0 o
cgd5_4000-RA-p1                 0  0 o
cgd5_4010-RA-p1                 0  0 o
cgd5_4020-RA-p1                 0  0 o
cgd5_4030-RA-p1                 0  0 o
cgd5_4040-RA-p1                 0  0 o
cgd5_4050-RA-p1                 5  0 o25-48i60-78o84-105i112-130o157-187i
cgd5_4060-RA-p1                 0  0 o
cgd5_4070-RA-p1                 0  0 o
cgd5_4080-RA-p1                 0  0 o
cgd5_4090-RA-p1                 0  0 o
cgd5_410-RA-p1                  0  0 o
cgd5_4100-RA-p1                 0  0 o
cgd5_4110-RA-p1                 0  0 o
cgd5_4120-RA-p1                 1  0 o6-23i
cgd5_4130-RA-p1                 2  0 i7-25o226-247i
cgd5_4140-RA-p1                 4  0 i124-148o154-177i198-221o233-256i
cgd5_4150-RA-p1                 0  0 o
cgd5_4160-RA-p1                 0  Y n17-30c35/36o
cgd5_4170-RA-p1                 0  0 o
cgd5_4173-RA-p1                 0  0 o
cgd5_4180-RA-p1                 0  0 o
cgd5_4190-RA-p1                 0  0 o
cgd5_420-RA-p1                  0  0 o
cgd5_4200-RA-p1                 0  0 o
cgd5_4210-RA-p1                 0  0 o
cgd5_4220-RA-p1                 0  0 o
cgd5_4230-RA-p1                 7  Y n10-21c28/29o673-693i700-719o731-750i757-776o782-801i935-952o958-981i
cgd5_4240-RA-p1                 0  0 o
cgd5_4250-RA-p1                 0  0 o
cgd5_4260-RA-p1                 0  0 o
cgd5_4270-RA-p1                 3  0 i20-38o44-63i498-522o
cgd5_4280-RA-p1                 1  Y n6-17c21/22o360-385i
cgd5_4290-RA-p1                 0  0 o
cgd5_430-RA-p1                  0  0 o
cgd5_4300-RA-p1                 4  0 i470-489o495-512i630-650o656-674i
cgd5_4310-RA-p1                 6  0 i37-62o82-107i252-278o309-328i340-364o419-437i
cgd5_4320-RA-p1                 0  0 o
cgd5_4330-RA-p1                 0  0 o
cgd5_4340-RA-p1                 0  0 i
cgd5_4350-RA-p1                 0  0 o
cgd5_4360-RA-p1                 0  0 o
cgd5_4370-RA-p1                 0  0 o
cgd5_4380-RA-p1                 0  0 o
cgd5_4390-RA-p1                 1  0 o702-723i
cgd5_440-RA-p1                  0  0 o
cgd5_4400-RA-p1                 0  0 o
cgd5_4410-RA-p1                 0  0 o
cgd5_4420-RA-p1                 0  0 o
cgd5_4430-RA-p1                 0  0 o
cgd5_4440-RA-p1                 0  0 o
cgd5_4450-RA-p1                 5  0 o391-410i469-488o508-527i733-753o1057-1076i
cgd5_4460-RA-p1                 0  0 o
cgd5_4470-RA-p1                 2  0 i9-27o564-582i
cgd5_4480-RA-p1                 0  0 o
cgd5_4490-RA-p1                 1  0 o2659-2683i
cgd5_450-RA-p1                  0  0 o
cgd5_4500-RA-p1                 0  0 o
cgd5_4510-RA-p1                 0  Y n6-13c18/19o
cgd5_4520-RA-p1                 0  0 o
cgd5_453-RA-p1                  0  0 o
cgd5_4530-RA-p1                 0  Y n5-15c21/22o
cgd5_4540-RA-p1                 0  0 o
cgd5_4550-RA-p1                 0  Y n4-15c20/21o
cgd5_4560-RA-p1                 0  0 o
cgd5_4570-RA-p1                 1  0 o6-24i
cgd5_4580-RA-p1                 0  Y n7-17c22/23o
cgd5_4590-RA-p1                 1  0 o6-29i
cgd5_460-RA-p1                  0  0 o
cgd5_4600-RA-p1                 1  0 i7-25o
cgd5_4610-RA-p1                 0  Y n7-18c23/24o
cgd5_470-RA-p1                  0  0 o
cgd5_480-RA-p1                  0  0 o
cgd5_490-RA-p1                  0  Y n5-17c25/26o
cgd5_50-RA-p1                   0  Y n11-22c26/27o
cgd5_500-RA-p1                  0  0 o
cgd5_510-RA-p1                  2  0 o902-919i1214-1232o
cgd5_520-RA-p1                  0  0 o
cgd5_530-RA-p1                  0  0 o
cgd5_550-RA-p1                  0  0 o
cgd5_560-RA-p1                  1  0 o587-605i
cgd5_570-RA-p1                  1  0 i50-67o
cgd5_580-RA-p1                  5  0 i27-45o65-86i236-254o274-292i304-327o
cgd5_590-RA-p1                  1  0 i115-138o
cgd5_60-RA-p1                   0  0 o
cgd5_600-RA-p1                  0  0 o
cgd5_610-RA-p1                  0  0 o
cgd5_620-RA-p1                  0  0 o
cgd5_630-RA-p1                  0  0 o
cgd5_640-RA-p1                  0  0 o
cgd5_650-RA-p1                  0  0 o
cgd5_660-RA-p1                  1  0 o12-30i
cgd5_670-RA-p1                  0  0 o
cgd5_680-RA-p1                  0  0 o
cgd5_690-RA-p1                  1  0 i28-50o
cgd5_70-RA-p1                   0  0 o
cgd5_700-RA-p1                  0  0 o
cgd5_710-RA-p1                  4  0 o246-267i279-301o337-358i378-397o
cgd5_720-RA-p1                  0  0 o
cgd5_730-RA-p1                  0  0 o
cgd5_740-RA-p1                  0  0 o
cgd5_743-RA-p1                  0  Y n8-21c25/26o
cgd5_750-RA-p1                  0  0 o
cgd5_760-RA-p1                  0  0 o
cgd5_770-RA-p1                  0  0 i
cgd5_780-RA-p1                  0  0 o
cgd5_783-RA-p1                  0  0 i
cgd5_790-RA-p1                  1  0 i7-28o
cgd5_80-RA-p1                   0  0 o
cgd5_800-RA-p1                  1  0 o502-519i
cgd5_810-RA-p1                  3  0 o1444-1466i1486-1512o1532-1552i
cgd5_820-RA-p1                  1  0 i235-252o
cgd5_830-RA-p1                  1  Y n14-26c31/32o860-879i
cgd5_840-RA-p1                  0  0 o
cgd5_850-RA-p1                  0  0 o
cgd5_860-RA-p1                  0  0 o
cgd5_870-RA-p1                  0  0 o
cgd5_880-RA-p1                  0  0 o
cgd5_890-RA-p1                  0  0 o
cgd5_90-RA-p1                   0  0 o
cgd5_900-RA-p1                  0  0 o
cgd5_910-RA-p1                  0  0 o
cgd5_920-RA-p1                  0  0 o
cgd5_923-RA-p1                  0  Y n12-23c27/28o
cgd5_930-RA-p1                  0  0 o
cgd5_940-RA-p1                  0  0 o
cgd5_950-RA-p1                  0  0 o
cgd5_960-RA-p1                  0  0 o
cgd5_970-RA-p1                  0  0 o
cgd5_980-RA-p1                  0  0 o
cgd5_990-RA-p1                  0  0 o
Cgd6_2540-RA-p1                 0  0 o
Cgd6_280-RA-p1                  0  Y n55-61c65/66o
Cgd6_4720-RA-p1                 0  0 o
Cgd6_4723-RA-p1                 0  Y n3-10c15/16o
cgd6_10-RA-p1                   0  Y n7-18c22/23o
cgd6_100-RA-p1                  0  0 o
cgd6_1000-RA-p1                 0  Y n8-19c26/27o
cgd6_1010-RA-p1                 0  0 o
cgd6_1020-RA-p1                 0  0 o
cgd6_1030-RA-p1                 1  0 i12-33o
cgd6_1040-RA-p1                 0  0 o
cgd6_1050-RA-p1                 0  0 o
cgd6_1060-RA-p1                 0  0 o
cgd6_1070-RA-p1                 3  0 i116-135o141-161i182-206o
cgd6_1080-RA-p1                 1  Y n3-14c19/20o305-323i
cgd6_1083-RA-p1                 2  0 i28-49o61-82i
cgd6_1090-RA-p1                 0  0 o
cgd6_110-RA-p1                  1  Y n8-18c26/27o256-277i
cgd6_1100-RA-p1                 0  Y n4-16c21/22o
cgd6_1110-RA-p1                 0  Y n5-12c16/17o
cgd6_1120-RA-p1                 0  Y n6-16c21/22o
cgd6_1130-RA-p1                 0  Y n8-23c28/29o
cgd6_1140-RA-p1                 0  0 o
cgd6_1150-RA-p1                 0  Y n7-18c22/23o
cgd6_1160-RA-p1                 0  0 o
cgd6_1170-RA-p1                 0  Y n5-16c25/26o
cgd6_1180-RA-p1                 0  Y n19-31c35/36o
cgd6_1190-RA-p1                 0  0 o
cgd6_120-RA-p1                  0  Y n7-18c24/25o
cgd6_1200-RA-p1                 0  0 o
cgd6_1210-RA-p1                 0  0 o
cgd6_1213-RA-p1                 0  Y n13-24c35/36o
cgd6_1220-RA-p1                 1  0 o69-87i
cgd6_1230-RA-p1                 0  0 o
cgd6_1240-RA-p1                 0  0 i
cgd6_1250-RA-p1                 0  0 o
cgd6_1260-RA-p1                 6  0 o504-522i721-739o751-770i971-987o1007-1025i1032-1049o
cgd6_1270-RA-p1                 3  0 o379-402i433-455o461-481i
cgd6_1280-RA-p1                 7  0 i342-360o435-451i472-495o501-518i605-626o713-730i956-974o
cgd6_1290-RA-p1                 0  Y n4-15c23/24o
cgd6_130-RA-p1                 11  0 o16-37i49-78o84-102i114-140o190-208i220-242o254-284i304-325o337-363i375-394o409-432i
cgd6_1300-RA-p1                 0  Y n13-21c26/27o
cgd6_1310-RA-p1                 0  0 o
cgd6_1320-RA-p1                 2  0 o6-28i49-74o
cgd6_1330-RA-p1                 0  0 o
cgd6_1340-RA-p1                 9  0 o206-237i257-277o309-328i340-357o377-395i407-424o508-528i549-568o574-590i
cgd6_1350-RA-p1                 1  0 o384-408i
cgd6_1360-RA-p1                 5  0 o37-61i73-92o98-123i135-154o160-186i
cgd6_1363-RA-p1                 0  0 i
cgd6_1370-RA-p1                 0  0 o
cgd6_1380-RA-p1                 0  0 o
cgd6_1390-RA-p1                 0  0 o
cgd6_140-RA-p1                 13  0 i21-40o52-75i87-109o115-135i142-165o210-234i241-261o267-287i299-319o331-357i369-389o404-426i862-879o
cgd6_1400-RA-p1                 0  0 i
cgd6_1410-RA-p1                 0  0 o
cgd6_1420-RA-p1                 0  0 o
cgd6_1430-RA-p1                 0  0 o
cgd6_1433-RA-p1                 1  0 i57-78o
cgd6_1440-RA-p1                 0  0 o
cgd6_1450-RA-p1                 0  Y n8-19c24/25o
cgd6_1460-RA-p1                 1  0 o229-249i
cgd6_1470-RA-p1                 0  0 o
cgd6_1480-RA-p1                 0  0 o
cgd6_1490-RA-p1                 2  0 o17-39i113-131o
cgd6_150-RA-p1                  0  0 o
cgd6_1500-RA-p1                 6  0 i36-54o76-98i119-137o157-181i193-213o219-238i
cgd6_1510-RA-p1                 6  0 i32-52o352-381i481-499o505-530i542-561o581-602i
cgd6_1520-RA-p1                 1  0 i7-26o
cgd6_1530-RA-p1                 0  0 o
cgd6_1540-RA-p1                 0  0 o
cgd6_1550-RA-p1                 0  0 i
cgd6_1560-RA-p1                 0  0 o
cgd6_1570-RA-p1                 0  Y n10-21c33/34o
cgd6_1580-RA-p1                 0  0 o
cgd6_1590-RA-p1                 0  0 o
cgd6_160-RA-p1                  0  0 o
cgd6_1600-RA-p1                 0  0 i
cgd6_1610-RA-p1                 0  0 o
cgd6_1620-RA-p1                 0  0 o
cgd6_1623-RA-p1                 2  0 i7-30o42-65i
cgd6_1630-RA-p1                 0  0 o
cgd6_1640-RA-p1                 0  0 o
cgd6_1650-RA-p1                 2  0 o6-22i29-46o
cgd6_1660-RA-p1                 0  Y n8-20c32/33o
cgd6_1670-RA-p1                 0  0 o
cgd6_1680-RA-p1                 0  0 o
cgd6_1690-RA-p1                 0  0 o
cgd6_170-RA-p1                  1  0 i180-206o
cgd6_1700-RA-p1                 0  0 o
cgd6_1710-RA-p1                 0  0 o
cgd6_1720-RA-p1                 0  0 o
cgd6_1730-RA-p1                 0  0 o
cgd6_1740-RA-p1                 4  0 o3471-3490i3502-3521o3587-3604i3625-3647o
cgd6_1750-RA-p1                 0  0 o
cgd6_1760-RA-p1                 0  0 o
cgd6_1770-RA-p1                 0  0 o
cgd6_1780-RA-p1                 0  0 o
cgd6_1790-RA-p1                 0  0 o
cgd6_180-RA-p1                  0  0 o
cgd6_1800-RA-p1                 0  0 o
cgd6_1810-RA-p1                 0  0 o
cgd6_1820-RA-p1                 0  0 o
cgd6_1830-RA-p1                 0  0 o
cgd6_1840-RA-p1                 5  0 i20-42o62-84i123-143o149-168i180-200o
cgd6_1850-RA-p1                 0  0 o
cgd6_1860-RA-p1                 2  0 i34-56o62-79i
cgd6_1870-RA-p1                 0  0 o
cgd6_1880-RA-p1                 0  0 o
cgd6_1890-RA-p1                 0  0 i
cgd6_190-RA-p1                  0  0 o
cgd6_1900-RA-p1                 0  0 o
cgd6_1910-RA-p1                 0  Y n8-18c23/24o
cgd6_1920-RA-p1                 0  0 o
cgd6_1930-RA-p1                 0  0 o
cgd6_1940-RA-p1                 0  0 o
cgd6_1950-RA-p1                 0  0 o
cgd6_1960-RA-p1                 3  0 i18-35o41-60i122-141o
cgd6_1970-RA-p1                 6  0 o636-658i955-974o1752-1770i1791-1808o1837-1854i1998-2016o
cgd6_1980-RA-p1                 1  Y n7-15c19/20o166-187i
cgd6_1990-RA-p1                 1  0 i12-34o
cgd6_20-RA-p1                   0  0 o
cgd6_200-RA-p1                  0  Y n10-18c22/23o
cgd6_2000-RA-p1                 1  0 o1444-1462i
cgd6_2010-RA-p1                 0  0 o
cgd6_2040-RA-p1                13  0 i25-48o88-110i117-145o157-175i182-199o219-242i249-268o280-297i309-332o375-396i417-436o442-462i482-504o
cgd6_2050-RA-p1                 0  0 o
cgd6_2060-RA-p1                 4  0 o878-894i906-927o2314-2332i2344-2363o
cgd6_2070-RA-p1                 0  0 o
cgd6_2080-RA-p1                 0  0 o
cgd6_2090-RA-p1                 0  Y n4-11c15/16o
cgd6_210-RA-p1                  0  Y n3-14c22/23o
cgd6_2100-RA-p1                 4  0 o346-365i464-485o922-939i951-969o
cgd6_2110-RA-p1                 0  0 o
cgd6_2120-RA-p1                 1  0 i181-211o
cgd6_2130-RA-p1                 0  0 o
cgd6_2140-RA-p1                 3  0 i112-134o146-164i171-188o
cgd6_2143-RA-p1                 1  0 i12-35o
cgd6_2150-RA-p1                 0  0 o
cgd6_2160-RA-p1                 0  0 o
cgd6_2170-RA-p1                 0  0 o
cgd6_2180-RA-p1                 0  0 o
cgd6_2190-RA-p1                 2  0 i310-328o334-354i
cgd6_220-RA-p1                  0  0 o
cgd6_2200-RA-p1                 0  0 o
cgd6_2210-RA-p1                 6  0 i34-56o76-96i116-138o158-179i191-213o219-241i
cgd6_2220-RA-p1                 6  0 i71-89o109-132i152-175o195-217i229-249o255-272i
cgd6_2230-RA-p1                 0  0 o
cgd6_2240-RA-p1                 0  0 o
cgd6_2250-RA-p1                 0  0 o
cgd6_2260-RA-p1                 0  0 o
cgd6_2270-RA-p1                12  0 i42-59o65-82i94-116o122-150i170-190o416-438i464-488o540-560i567-585o591-608i615-636o642-663i
cgd6_2280-RA-p1                 1  Y n11-21c26/27o406-426i
cgd6_2290-RA-p1                 0  0 o
cgd6_230-RA-p1                  0  0 o
cgd6_2300-RA-p1                 2  0 o1277-1296i1400-1420o
cgd6_2310-RA-p1                 1  Y n3-13c18/19o279-300i
cgd6_2320-RA-p1                 0  0 o
cgd6_2330-RA-p1                 0  Y n6-17c22/23o
cgd6_2340-RA-p1                11  0 o12-37i121-140o152-172i184-203o231-254i402-419o454-473i480-499o505-529i541-560o572-593i
cgd6_2350-RA-p1                 3  0 i12-32o67-86i245-266o
cgd6_2360-RA-p1                 1  0 o303-322i
cgd6_2370-RA-p1                 0  0 o
cgd6_2380-RA-p1                 0  0 o
cgd6_2390-RA-p1                 0  0 o
cgd6_240-RA-p1                  0  0 o
cgd6_2400-RA-p1                 0  0 o
cgd6_2410-RA-p1                 0  0 o
cgd6_2420-RA-p1                 0  0 o
cgd6_2423-RA-p1                 0  0 i
cgd6_2430-RA-p1                 0  0 o
cgd6_2440-RA-p1                 6  0 i28-47o53-78i98-119o131-147i159-175o195-220i
cgd6_2450-RA-p1                 0  0 o
cgd6_2460-RA-p1                 0  0 i
cgd6_2470-RA-p1                 2  0 i30-52o624-642i
cgd6_2480-RA-p1                 0  0 o
cgd6_2490-RA-p1                 0  0 o
cgd6_250-RA-p1                  0  0 i
cgd6_2500-RA-p1                 1  0 i12-32o
cgd6_2503-RA-p1                 1  0 o20-43i
cgd6_2510-RA-p1                 0  0 o
cgd6_2520-RA-p1                 3  0 i57-77o83-105i117-134o
cgd6_2530-RA-p1                 0  0 o
cgd6_2550-RA-p1                 0  0 o
cgd6_2560-RA-p1                 0  0 o
cgd6_2570-RA-p1                 0  0 o
cgd6_2580-RA-p1                 0  0 o
cgd6_2590-RA-p1                 0  0 o
cgd6_260-RA-p1                  5  0 o38-62i69-85o111-133i145-167o179-199i
cgd6_2600-RA-p1                 0  0 o
cgd6_2610-RA-p1                 0  0 o
cgd6_2620-RA-p1                 1  0 o230-247i
cgd6_263-RA-p1                  0  0 o
cgd6_2630-RA-p1                 0  0 o
cgd6_2640-RA-p1                12  0 i36-60o72-92i99-115o121-138i159-183o195-217i260-283o313-338i366-391o411-432i453-472o535-558i
cgd6_2650-RA-p1                 0  0 o
cgd6_2660-RA-p1                 0  0 o
cgd6_2670-RA-p1                 0  0 o
cgd6_2680-RA-p1                 0  0 o
cgd6_2690-RA-p1                 0  Y n3-14c22/23o
cgd6_2700-RA-p1                 2  0 o256-275i296-314o
cgd6_2710-RA-p1                 0  0 o
cgd6_2720-RA-p1                 1  Y n6-21c25/26o335-362i
cgd6_273-RA-p1                  0  0 o
cgd6_2730-RA-p1                 1  Y n5-13c21/22o230-254i
cgd6_2740-RA-p1                 0  0 o
cgd6_2750-RA-p1                 0  0 o
cgd6_2760-RA-p1                 0  0 o
cgd6_2770-RA-p1                 0  0 o
cgd6_2780-RA-p1                 0  0 o
cgd6_2790-RA-p1                 0  0 o
cgd6_2792-RA-p1                 0  0 o
cgd6_2793-RA-p1                 0  0 o
cgd6_2800-RA-p1                 0  0 o
cgd6_2810-RA-p1                 3  0 o573-595i607-626o638-656i
cgd6_2820-RA-p1                 2  0 o454-473i485-502o
cgd6_2830-RA-p1                 0  0 o
cgd6_2840-RA-p1                 0  0 o
cgd6_2850-RA-p1                 0  0 o
cgd6_2860-RA-p1                 0  0 o
cgd6_2870-RA-p1                 0  0 o
cgd6_2880-RA-p1                 0  0 o
cgd6_2890-RA-p1                 0  0 o
cgd6_290-RA-p1                  0  0 o
cgd6_2900-RA-p1                 0  0 o
cgd6_2910-RA-p1                 1  0 i7-29o
cgd6_2913-RA-p1                 3  0 o42-63i70-88o94-114i
cgd6_2920-RA-p1                 1  0 o15-36i
cgd6_2930-RA-p1                 3  0 i589-609o615-633i922-940o
cgd6_2940-RA-p1                 1  0 i184-208o
cgd6_2950-RA-p1                 0  0 o
cgd6_2960-RA-p1                 6  0 i35-54o60-79i91-112o118-140i147-168o174-193i
cgd6_2970-RA-p1                 0  0 o
cgd6_2980-RA-p1                 2  0 i12-31o271-294i
cgd6_2990-RA-p1                 0  0 o
cgd6_30-RA-p1                   0  Y n6-16c21/22o
cgd6_300-RA-p1                  0  0 o
cgd6_3000-RA-p1                 0  0 o
cgd6_3010-RA-p1                 0  0 o
cgd6_3020-RA-p1                 8  0 i56-74o80-97i109-130o142-170i191-213o219-238i250-266o278-299i
cgd6_3030-RA-p1                 2  0 o742-761i782-803o
cgd6_3040-RA-p1                 0  0 o
cgd6_3050-RA-p1                 0  Y n6-19c37/38o
cgd6_3060-RA-p1                 1  0 o88-109i
cgd6_3070-RA-p1                 0  Y n4-16c22/23o
cgd6_3080-RA-p1                 0  Y n7-18c23/24o
cgd6_3090-RA-p1                 1  0 o1333-1353i
cgd6_3093-RA-p1                 0  0 o
cgd6_310-RA-p1                  0  0 o
cgd6_3100-RA-p1                 0  0 o
cgd6_3103-RA-p1                 0  0 o
cgd6_3110-RA-p1                 0  0 o
cgd6_3120-RA-p1                 0  0 o
cgd6_313-RA-p1                  0  Y n6-17c22/23o
cgd6_3130-RA-p1                 0  0 o
cgd6_3140-RA-p1                 1  0 o993-1013i
cgd6_3150-RA-p1                 0  0 o
cgd6_3160-RA-p1                 0  0 o
cgd6_3170-RA-p1                 2  0 i12-31o791-814i
cgd6_3180-RA-p1                 0  0 o
cgd6_3190-RA-p1                 0  0 o
cgd6_320-RA-p1                  9  0 o6-25i46-66o72-92i104-120o140-162i334-358o370-388i400-422o434-454i
cgd6_3200-RA-p1                 0  0 o
cgd6_3210-RA-p1                 0  0 o
cgd6_3220-RA-p1                 0  0 o
cgd6_3230-RA-p1                 0  0 o
cgd6_3240-RA-p1                 1  Y n11-22c27/28o552-570i
cgd6_3250-RA-p1                 0  0 o
cgd6_3253-RA-p1                 1  Y n5-17c22/23o32-54i
cgd6_3260-RA-p1                 0  0 o
cgd6_3270-RA-p1                 0  0 o
cgd6_3280-RA-p1                 0  0 o
cgd6_3290-RA-p1                 0  0 o
cgd6_330-RA-p1                  0  0 o
